country,code,year,literacy_rate,avg_years_of_education,population,region
Russia,RUS,1880,98.0,0.21,54112425.0,Europe
Russia,RUS,1885,98.0,0.24,56616141.0,Europe
Russia,RUS,1890,98.0,0.27,59235670.0,Europe
Russia,RUS,1895,98.0,0.33,61976366.0,Europe
Russia,RUS,1900,98.0,0.42,64843834.0,Europe
Russia,RUS,1905,98.0,0.62,67843934.0,Europe
Russia,RUS,1910,98.0,0.71,70982800.0,Europe
Russia,RUS,1915,98.0,0.89,74237572.0,Europe
Russia,RUS,1920,98.0,1.24,77706431.0,Europe
Russia,RUS,1925,98.0,1.52,81361291.0,Europe
Russia,RUS,1930,98.0,1.86,85188053.0,Europe
Russia,RUS,1935,98.0,2.42,89194804.0,Europe
Russia,RUS,1940,98.0,3.03,93390010.0,Europe
Russia,RUS,1945,98.0,3.65,97782535.0,Europe
Russia,RUS,1950,98.0,4.08,103392364.0,Europe
Russia,RUS,1955,98.0,4.58,111160996.0,Europe
Russia,RUS,1960,98.0,4.88,119934143.0,Europe
Russia,RUS,1965,98.0,5.62,126634210.0,Europe
Russia,RUS,1970,98.0,6.39,130367188.0,Europe
Russia,RUS,1975,98.0,7.29,134136098.0,Europe
Russia,RUS,1980,98.0,8.36,138572628.0,Europe
Russia,RUS,1985,98.0,9.37,143569386.0,Europe
Russia,RUS,1989,98.0,3.65,148281862.0,Europe
Russia,RUS,1990,98.0,10.21,148979537.0,Europe
Russia,RUS,1995,98.0,10.73,148291406.0,Europe
Russia,RUS,2000,98.0,11.54,146717784.0,Europe
Russia,RUS,2002,99.0,3.65,145939502.0,Europe
Russia,RUS,2005,99.0,11.76,144597886.0,Europe
Russia,RUS,2010,100.0,12.02,143934468.0,Europe
Russia,RUS,2015,100.0,11.56,145307612.0,Europe
Russia,RUS,2020,100.0,11.6,146371295.0,Europe
Russia,RUS,2021,100.0,3.65,145836172.0,Europe
Rwanda,RWA,1950,7.5,4.93,2157101.0,Africa
Rwanda,RWA,1978,38.0,4.93,5035172.0,Africa
Rwanda,RWA,1991,58.0,4.93,7526964.0,Africa
Rwanda,RWA,2000,65.0,4.93,8213936.0,Africa
Rwanda,RWA,2012,68.0,4.93,10829904.0,Africa
Rwanda,RWA,2014,71.0,4.93,11364758.0,Africa
Rwanda,RWA,2015,71.0,4.62,11640026.0,Africa
Rwanda,RWA,2018,73.0,4.93,12488000.0,Africa
Rwanda,RWA,2020,80.05086,5.24,13065838.0,Africa
Rwanda,RWA,2022,79.0,4.93,13651025.0,Africa
Saint Helena,SHN,1950,98.5,2.72,5249.0,Africa
Saint Helena,SHN,1998,97.0,2.72,6184.0,Africa
Saint Pierre and Miquelon,SPM,1950,92.5,2.72,4507.0,North America
Saint Pierre and Miquelon,SPM,1982,99.0,2.72,6163.0,North America
Saint Vincent and the Grenadines,VCT,1970,96.0,2.72,95977.0,North America
Samoa,WSM,1950,87.5,2.72,88299.0,Oceania
Samoa,WSM,1991,98.0,2.72,169378.0,Oceania
Samoa,WSM,2011,99.0,2.72,194726.0,Oceania
Samoa,WSM,2016,99.0,2.72,203509.0,Oceania
Samoa,WSM,2019,97.99026,2.72,209794.0,Oceania
San Marino,SMR,1950,87.5,2.72,12970.0,Europe
San Marino,SMR,2022,100.0,2.72,34113.0,Europe
Sao Tome and Principe,STP,1950,17.5,2.72,60895.0,Africa
Sao Tome and Principe,STP,1981,57.0,2.72,100629.0,Africa
Sao Tome and Principe,STP,1991,73.0,2.72,125711.0,Africa
Sao Tome and Principe,STP,2001,85.0,2.72,146386.0,Africa
Sao Tome and Principe,STP,2012,90.0,2.72,189452.0,Africa
Sao Tome and Principe,STP,2019,87.43846,2.72,213405.0,Africa
Saudi Arabia,SAU,1950,3.0,9.6,1703280.0,Asia
Saudi Arabia,SAU,1992,71.0,9.6,11686682.0,Asia
Saudi Arabia,SAU,2000,79.0,9.6,16177733.0,Asia
Saudi Arabia,SAU,2004,83.0,9.6,19669486.0,Asia
Saudi Arabia,SAU,2013,94.0,9.6,28026825.0,Asia
Saudi Arabia,SAU,2015,94.0,9.34,29974944.0,Asia
Saudi Arabia,SAU,2017,95.0,9.6,30782400.0,Asia
Saudi Arabia,SAU,2020,98.0,9.86,30991206.0,Asia
Senegal,SEN,1870,3.0,0.01,1065648.0,Africa
Senegal,SEN,1875,3.0,0.01,1121620.0,Africa
Senegal,SEN,1880,3.0,0.01,1181172.0,Africa
Senegal,SEN,1885,3.0,0.01,1234559.0,Africa
Senegal,SEN,1890,3.0,0.01,1287292.0,Africa
Senegal,SEN,1895,3.0,0.01,1332194.0,Africa
Senegal,SEN,1900,3.0,0.02,1377037.0,Africa
Senegal,SEN,1905,3.0,0.02,1423386.0,Africa
Senegal,SEN,1910,3.0,0.02,1470404.0,Africa
Senegal,SEN,1915,3.0,0.03,1513246.0,Africa
Senegal,SEN,1920,3.0,0.29,1566552.0,Africa
Senegal,SEN,1925,3.0,0.53,1678806.0,Africa
Senegal,SEN,1930,3.0,0.7,1807456.0,Africa
Senegal,SEN,1935,3.0,1.14,1938690.0,Africa
Senegal,SEN,1940,3.0,1.29,2083292.0,Africa
Senegal,SEN,1945,3.0,1.44,2272434.0,Africa
Senegal,SEN,1950,3.0,1.87,2555376.0,Africa
Senegal,SEN,1955,3.0,1.95,2908512.0,Africa
Senegal,SEN,1960,3.0,2.07,3340900.0,Africa
Senegal,SEN,1965,3.0,2.11,3849793.0,Africa
Senegal,SEN,1970,3.0,2.3,4466330.0,Africa
Senegal,SEN,1975,3.0,2.49,5170812.0,Africa
Senegal,SEN,1980,3.0,2.52,5845640.0,Africa
Senegal,SEN,1985,3.0,2.45,6683296.0,Africa
Senegal,SEN,1988,27.0,1.44,7289622.0,Africa
Senegal,SEN,1990,27.0,2.37,7720524.0,Africa
Senegal,SEN,1995,27.0,2.26,8848112.0,Africa
Senegal,SEN,2000,27.0,1.98,9968262.0,Africa
Senegal,SEN,2002,39.0,1.44,10466216.0,Africa
Senegal,SEN,2005,39.0,1.67,11235473.0,Africa
Senegal,SEN,2006,42.0,1.44,11500094.0,Africa
Senegal,SEN,2009,48.0,1.44,12337390.0,Africa
Senegal,SEN,2010,48.0,3.11,12635418.0,Africa
Senegal,SEN,2011,52.0,1.44,12958902.0,Africa
Senegal,SEN,2013,44.0,1.44,13710857.0,Africa
Senegal,SEN,2015,43.59273,3.73,14593335.0,Africa
Senegal,SEN,2016,46.09964,1.44,15034517.0,Africa
Senegal,SEN,2017,52.0,1.44,15475001.0,Africa
Senegal,SEN,2018,46.60591,1.44,15914495.0,Africa
Senegal,SEN,2019,46.83367,1.44,16352926.0,Africa
Senegal,SEN,2020,46.83367,4.4,16789217.0,Africa
Senegal,SEN,2023,50.35582,1.44,18077573.0,Africa
Serbia,SRB,1870,96.0,0.09,1884075.0,Europe
Serbia,SRB,1875,96.0,0.1,1851085.0,Europe
Serbia,SRB,1880,96.0,0.14,1834900.0,Europe
Serbia,SRB,1885,96.0,0.2,1924367.0,Europe
Serbia,SRB,1890,96.0,0.29,2037713.0,Europe
Serbia,SRB,1895,96.0,0.41,2169715.0,Europe
Serbia,SRB,1900,96.0,0.75,2313842.0,Europe
Serbia,SRB,1905,96.0,1.06,2478760.0,Europe
Serbia,SRB,1910,96.0,1.38,2665974.0,Europe
Serbia,SRB,1915,96.0,2.0,2926332.0,Europe
Serbia,SRB,1920,96.0,2.34,3237697.0,Europe
Serbia,SRB,1925,96.0,2.79,3593807.0,Europe
Serbia,SRB,1930,96.0,3.22,3989085.0,Europe
Serbia,SRB,1935,96.0,3.71,4427838.0,Europe
Serbia,SRB,1940,96.0,4.21,4914850.0,Europe
Serbia,SRB,1945,96.0,4.47,5455427.0,Europe
Serbia,SRB,1950,96.0,4.59,6009201.0,Europe
Serbia,SRB,1955,96.0,4.99,6346329.0,Europe
Serbia,SRB,1960,96.0,5.14,6702964.0,Europe
Serbia,SRB,1965,96.0,5.45,7031142.0,Europe
Serbia,SRB,1970,96.0,6.09,7324426.0,Europe
Serbia,SRB,1975,96.0,6.81,7572433.0,Europe
Serbia,SRB,1980,96.0,7.42,7796286.0,Europe
Serbia,SRB,1985,96.0,7.92,7881551.0,Europe
Serbia,SRB,1990,96.0,8.15,7874595.0,Europe
Serbia,SRB,1995,96.0,8.88,7823281.0,Europe
Serbia,SRB,2000,96.0,9.52,7694608.0,Europe
Serbia,SRB,2003,96.0,4.47,7590946.0,Europe
Serbia,SRB,2005,96.0,10.6,7539139.0,Europe
Serbia,SRB,2010,96.0,11.52,7395872.0,Europe
Serbia,SRB,2011,98.0,4.47,7364858.0,Europe
Serbia,SRB,2015,98.0,11.49,7177257.0,Europe
Serbia,SRB,2016,99.0,4.47,7126083.0,Europe
Serbia,SRB,2019,99.0,4.47,6966155.0,Europe
Serbia,SRB,2020,99.0,11.72,6907814.0,Europe
Seychelles,SYC,1950,37.5,2.72,38306.0,Africa
Seychelles,SYC,1987,84.0,2.72,71358.0,Africa
Seychelles,SYC,1994,88.0,2.72,77279.0,Africa
Seychelles,SYC,2002,92.0,2.72,85878.0,Africa
Seychelles,SYC,2010,94.0,2.72,94993.0,Africa
Sierra Leone,SLE,1870,7.5,0.02,877540.0,Africa
Sierra Leone,SLE,1875,7.5,0.03,910217.0,Africa
Sierra Leone,SLE,1880,7.5,0.03,944663.0,Africa
Sierra Leone,SLE,1885,7.5,0.04,980408.0,Africa
Sierra Leone,SLE,1890,7.5,0.05,1017500.0,Africa
Sierra Leone,SLE,1895,7.5,0.06,1055989.0,Africa
Sierra Leone,SLE,1900,7.5,0.08,1095929.0,Africa
Sierra Leone,SLE,1905,7.5,0.1,1137375.0,Africa
Sierra Leone,SLE,1910,7.5,0.15,1179670.0,Africa
Sierra Leone,SLE,1915,7.5,0.18,1218922.0,Africa
Sierra Leone,SLE,1920,7.5,0.21,1263887.0,Africa
Sierra Leone,SLE,1925,7.5,0.22,1354453.0,Africa
Sierra Leone,SLE,1930,7.5,0.24,1458247.0,Africa
Sierra Leone,SLE,1935,7.5,0.26,1564126.0,Africa
Sierra Leone,SLE,1940,7.5,0.31,1680790.0,Africa
Sierra Leone,SLE,1945,7.5,0.36,1833389.0,Africa
Sierra Leone,SLE,1950,7.5,0.41,1999628.0,Africa
Sierra Leone,SLE,1955,7.5,0.46,2120895.0,Africa
Sierra Leone,SLE,1960,7.5,0.51,2268361.0,Africa
Sierra Leone,SLE,1965,7.5,0.68,2468669.0,Africa
Sierra Leone,SLE,1970,7.5,0.87,2712287.0,Africa
Sierra Leone,SLE,1975,7.5,1.14,2974659.0,Africa
Sierra Leone,SLE,1980,7.5,1.44,3272097.0,Africa
Sierra Leone,SLE,1985,7.5,1.81,3638444.0,Africa
Sierra Leone,SLE,1990,7.5,2.17,4196834.0,Africa
Sierra Leone,SLE,1995,7.5,2.55,4179178.0,Africa
Sierra Leone,SLE,2000,7.5,2.9,4423615.0,Africa
Sierra Leone,SLE,2004,35.0,0.36,5355715.0,Africa
Sierra Leone,SLE,2005,35.0,3.36,5501707.0,Africa
Sierra Leone,SLE,2010,35.0,4.28,6222715.0,Africa
Sierra Leone,SLE,2015,35.0,4.23,7037660.0,Africa
Sierra Leone,SLE,2017,44.83318,0.36,7379300.0,Africa
Sierra Leone,SLE,2019,43.57778,0.36,7731994.0,Africa
Sierra Leone,SLE,2020,43.57778,4.99,7912557.0,Africa
Singapore,SGP,1950,47.5,12.8,1013318.0,Asia
Singapore,SGP,1980,83.0,12.8,2437496.0,Asia
Singapore,SGP,1990,89.0,12.8,3039593.0,Asia
Singapore,SGP,2000,93.0,12.8,4035251.0,Asia
Singapore,SGP,2010,96.0,12.8,5077020.0,Asia
Singapore,SGP,2011,96.0,12.8,5182242.0,Asia
Singapore,SGP,2012,96.0,12.8,5293345.0,Asia
Singapore,SGP,2013,97.0,12.8,5385589.0,Asia
Singapore,SGP,2014,97.0,12.8,5457899.0,Asia
Singapore,SGP,2015,97.0,12.54,5525343.0,Asia
Singapore,SGP,2016,97.0,12.8,5577936.0,Asia
Singapore,SGP,2017,97.0,12.8,5604087.0,Asia
Singapore,SGP,2018,97.0,12.8,5634366.0,Asia
Singapore,SGP,2019,97.0,12.8,5669562.0,Asia
Singapore,SGP,2020,97.0,13.06,5620151.0,Asia
Singapore,SGP,2021,98.0,12.8,5546291.0,Asia
Slovakia,SVK,2015,96.0,13.03,5420278.0,Europe
Slovakia,SVK,2020,96.0,13.14,5455028.0,Europe
Slovenia,SVN,1991,100.0,12.004999999999999,1999191.0,Europe
Slovenia,SVN,2015,100.0,11.95,2059946.0,Europe
Slovenia,SVN,2020,100.0,12.06,2102421.0,Europe
Solomon Islands,SLB,1950,7.5,2.72,108650.0,Oceania
Solomon Islands,SLB,1999,77.0,2.72,430511.0,Oceania
Somalia,SOM,2022,54.0,2.72,17801895.0,Africa
South Africa,ZAF,1870,42.5,0.68,3728529.0,Africa
South Africa,ZAF,1875,42.5,0.8,3934099.0,Africa
South Africa,ZAF,1880,42.5,0.96,4150956.0,Africa
South Africa,ZAF,1885,42.5,1.15,4379716.0,Africa
South Africa,ZAF,1890,42.5,1.3,4621030.0,Africa
South Africa,ZAF,1895,42.5,1.3,4875584.0,Africa
South Africa,ZAF,1900,42.5,1.22,5163858.0,Africa
South Africa,ZAF,1905,42.5,1.24,5600893.0,Africa
South Africa,ZAF,1910,42.5,1.28,6093688.0,Africa
South Africa,ZAF,1915,42.5,1.61,6606440.0,Africa
South Africa,ZAF,1920,42.5,2.38,7168076.0,Africa
South Africa,ZAF,1925,42.5,2.75,7928675.0,Africa
South Africa,ZAF,1930,42.5,3.09,8793161.0,Africa
South Africa,ZAF,1935,42.5,3.42,9721741.0,Africa
South Africa,ZAF,1940,42.5,3.7,10736810.0,Africa
South Africa,ZAF,1945,42.5,3.98,11814022.0,Africa
South Africa,ZAF,1950,42.5,4.2,13038501.0,Africa
South Africa,ZAF,1955,42.5,4.4,14533371.0,Africa
South Africa,ZAF,1960,42.5,4.47,16440175.0,Africa
South Africa,ZAF,1965,42.5,4.55,19089382.0,Africa
South Africa,ZAF,1970,42.5,4.7,22279990.0,Africa
South Africa,ZAF,1975,42.5,4.9,25690943.0,Africa
South Africa,ZAF,1980,76.0,5.18,29518857.0,Africa
South Africa,ZAF,1985,76.0,5.21,35042097.0,Africa
South Africa,ZAF,1990,76.0,6.89,40746274.0,Africa
South Africa,ZAF,1995,76.0,8.37,44541557.0,Africa
South Africa,ZAF,1996,82.0,3.98,45123023.0,Africa
South Africa,ZAF,2000,82.0,7.92,47159715.0,Africa
South Africa,ZAF,2005,82.0,8.86,49490041.0,Africa
South Africa,ZAF,2007,89.0,3.98,50528575.0,Africa
South Africa,ZAF,2009,93.0,3.98,51728518.0,Africa
South Africa,ZAF,2010,93.0,9.89,52344047.0,Africa
South Africa,ZAF,2011,93.0,3.98,52995212.0,Africa
South Africa,ZAF,2012,94.0,3.98,53782570.0,Africa
South Africa,ZAF,2014,94.0,3.98,55594840.0,Africa
South Africa,ZAF,2015,94.0,10.15,56723536.0,Africa
South Africa,ZAF,2016,91.73724,3.98,57259550.0,Africa
South Africa,ZAF,2017,87.0,3.98,57635158.0,Africa
South Africa,ZAF,2019,95.0,3.98,59587880.0,Africa
South Africa,ZAF,2020,95.0,10.47,60562374.0,Africa
South Africa,ZAF,2021,90.0,3.98,61502602.0,Africa
South Korea,KOR,1870,37.5,0.01,9663904.0,Asia
South Korea,KOR,1875,37.5,0.01,9669329.0,Asia
South Korea,KOR,1880,37.5,0.01,9671270.0,Asia
South Korea,KOR,1885,37.5,0.01,9673164.0,Asia
South Korea,KOR,1890,37.5,0.01,9675019.0,Asia
South Korea,KOR,1895,37.5,0.01,9676883.0,Asia
South Korea,KOR,1900,37.5,0.3,9687522.0,Asia
South Korea,KOR,1905,37.5,0.6,9754112.0,Asia
South Korea,KOR,1910,37.5,0.82,9911592.0,Asia
South Korea,KOR,1915,37.5,1.46,10607621.0,Asia
South Korea,KOR,1920,37.5,1.96,11464533.0,Asia
South Korea,KOR,1925,37.5,2.37,12435630.0,Asia
South Korea,KOR,1930,37.5,2.8,13456220.0,Asia
South Korea,KOR,1935,37.5,3.24,14306538.0,Asia
South Korea,KOR,1940,37.5,3.63,15330291.0,Asia
South Korea,KOR,1945,37.5,3.96,17532227.0,Asia
South Korea,KOR,1950,37.5,4.64,19757319.0,Asia
South Korea,KOR,1955,37.5,5.22,22125104.0,Asia
South Korea,KOR,1960,37.5,4.46,26115388.0,Asia
South Korea,KOR,1965,37.5,5.68,29284343.0,Asia
South Korea,KOR,1970,37.5,6.59,32542203.0,Asia
South Korea,KOR,1975,37.5,7.54,35875741.0,Asia
South Korea,KOR,1980,37.5,8.61,38141109.0,Asia
South Korea,KOR,1985,37.5,9.52,41148956.0,Asia
South Korea,KOR,1990,37.5,10.46,44081425.0,Asia
South Korea,KOR,1995,37.5,11.17,45368425.0,Asia
South Korea,KOR,2000,37.5,11.8,46766660.0,Asia
South Korea,KOR,2005,37.5,12.27,47851646.0,Asia
South Korea,KOR,2008,98.0,3.96,48356485.0,Asia
South Korea,KOR,2010,98.0,12.96,48769329.0,Asia
South Korea,KOR,2015,98.0,13.33,50983909.0,Asia
South Korea,KOR,2020,98.0,13.68,51858481.0,Asia
South Sudan,SSD,2008,27.0,2.72,8817645.0,Africa
Spain,ESP,1475,3.0,3.66,6500000.0,Europe
Spain,ESP,1550,4.0,3.66,8500000.0,Europe
Spain,ESP,1650,5.0,3.66,8000000.0,Europe
Spain,ESP,1750,8.0,3.66,10073306.0,Europe
Spain,ESP,1870,8.0,1.63,16205967.0,Europe
Spain,ESP,1875,8.0,1.86,16527207.0,Europe
Spain,ESP,1880,8.0,2.19,16871852.0,Europe
Spain,ESP,1885,8.0,2.54,17302962.0,Europe
Spain,ESP,1890,8.0,2.84,17749968.0,Europe
Spain,ESP,1895,8.0,3.09,18157788.0,Europe
Spain,ESP,1900,41.3,3.27,18592411.0,Europe
Spain,ESP,1905,41.3,3.4,19202565.0,Europe
Spain,ESP,1910,47.8,3.49,19859082.0,Europe
Spain,ESP,1915,47.8,3.38,20535137.0,Europe
Spain,ESP,1920,56.0,3.28,21275357.0,Europe
Spain,ESP,1925,56.0,3.2,22314065.0,Europe
Spain,ESP,1930,56.0,3.31,23440849.0,Europe
Spain,ESP,1935,56.0,3.31,24576871.0,Europe
Spain,ESP,1940,76.8,3.42,25747164.0,Europe
Spain,ESP,1945,76.8,3.66,26888200.0,Europe
Spain,ESP,1950,82.5,3.83,28077048.0,Europe
Spain,ESP,1955,82.5,4.04,29089774.0,Europe
Spain,ESP,1960,82.5,4.42,30404938.0,Europe
Spain,ESP,1965,82.5,4.7,32110669.0,Europe
Spain,ESP,1970,82.5,5.33,33812720.0,Europe
Spain,ESP,1975,82.5,6.19,35795771.0,Europe
Spain,ESP,1980,82.5,7.24,37537560.0,Europe
Spain,ESP,1981,93.0,3.66,37812708.0,Europe
Spain,ESP,1985,93.0,7.24,38601315.0,Europe
Spain,ESP,1990,93.0,7.51,39084975.0,Europe
Spain,ESP,1991,96.0,3.66,39201750.0,Europe
Spain,ESP,1995,96.0,8.72,40052733.0,Europe
Spain,ESP,2000,96.0,9.65,41019772.0,Europe
Spain,ESP,2004,97.0,3.66,43234562.0,Europe
Spain,ESP,2005,98.0,10.64,43958883.0,Europe
Spain,ESP,2006,98.0,3.66,44695446.0,Europe
Spain,ESP,2007,98.0,3.66,45516501.0,Europe
Spain,ESP,2008,98.0,3.66,46235055.0,Europe
Spain,ESP,2009,98.0,3.66,46635182.0,Europe
Spain,ESP,2010,98.0,10.75,46840469.0,Europe
Spain,ESP,2011,98.0,3.66,46998040.0,Europe
Spain,ESP,2012,98.0,3.66,47018323.0,Europe
Spain,ESP,2013,98.0,3.66,46860394.0,Europe
Spain,ESP,2014,98.0,3.66,46720187.0,Europe
Spain,ESP,2015,98.0,11.24,46683683.0,Europe
Spain,ESP,2016,98.0,3.66,46732768.0,Europe
Spain,ESP,2018,98.0,3.66,47092817.0,Europe
Spain,ESP,2020,99.0,11.51,47679482.0,Europe
Spain,ESP,2021,100.0,3.66,47735670.0,Europe
Sri Lanka,LKA,1870,26.4,0.16,2777781.0,Asia
Sri Lanka,LKA,1875,26.4,0.18,2955263.0,Asia
Sri Lanka,LKA,1880,26.4,0.19,3092435.0,Asia
Sri Lanka,LKA,1885,26.4,0.23,3260992.0,Asia
Sri Lanka,LKA,1890,26.4,0.3,3454615.0,Asia
Sri Lanka,LKA,1895,26.4,0.38,3738296.0,Asia
Sri Lanka,LKA,1900,26.4,0.48,4063376.0,Asia
Sri Lanka,LKA,1901,26.4,3.3,4135627.0,Asia
Sri Lanka,LKA,1905,26.4,0.58,4449526.0,Asia
Sri Lanka,LKA,1910,26.4,0.87,4860106.0,Asia
Sri Lanka,LKA,1911,31.0,3.3,4932467.0,Asia
Sri Lanka,LKA,1915,31.0,1.17,5190518.0,Asia
Sri Lanka,LKA,1920,31.0,1.42,5500957.0,Asia
Sri Lanka,LKA,1921,39.9,3.3,5554509.0,Asia
Sri Lanka,LKA,1925,39.9,2.08,5746923.0,Asia
Sri Lanka,LKA,1930,39.9,2.42,5987713.0,Asia
Sri Lanka,LKA,1935,39.9,2.76,6211836.0,Asia
Sri Lanka,LKA,1940,39.9,3.05,6492745.0,Asia
Sri Lanka,LKA,1945,39.9,3.3,7139430.0,Asia
Sri Lanka,LKA,1946,57.8,3.3,7287633.0,Asia
Sri Lanka,LKA,1950,62.5,3.55,7811051.0,Asia
Sri Lanka,LKA,1955,62.5,3.84,8623328.0,Asia
Sri Lanka,LKA,1960,62.5,4.12,9661384.0,Asia
Sri Lanka,LKA,1965,62.5,4.49,10916965.0,Asia
Sri Lanka,LKA,1970,62.5,6.63,12287113.0,Asia
Sri Lanka,LKA,1975,62.5,6.97,13548989.0,Asia
Sri Lanka,LKA,1980,62.5,7.22,14847972.0,Asia
Sri Lanka,LKA,1981,87.0,3.3,15099417.0,Asia
Sri Lanka,LKA,1985,87.0,7.89,15544152.0,Asia
Sri Lanka,LKA,1990,87.0,8.9,16352460.0,Asia
Sri Lanka,LKA,1995,87.0,9.83,17564065.0,Asia
Sri Lanka,LKA,2000,87.0,10.77,19293056.0,Asia
Sri Lanka,LKA,2001,91.0,3.3,19600361.0,Asia
Sri Lanka,LKA,2005,91.0,10.83,20216531.0,Asia
Sri Lanka,LKA,2006,91.0,3.3,20352416.0,Asia
Sri Lanka,LKA,2008,91.0,3.3,20629377.0,Asia
Sri Lanka,LKA,2010,91.0,10.67,20879092.0,Asia
Sri Lanka,LKA,2015,91.0,10.09,21729975.0,Asia
Sri Lanka,LKA,2016,92.0,3.3,21910763.0,Asia
Sri Lanka,LKA,2017,92.0,3.3,22087525.0,Asia
Sri Lanka,LKA,2018,92.0,3.3,22253116.0,Asia
Sri Lanka,LKA,2019,92.0,3.3,22410552.0,Asia
Sri Lanka,LKA,2020,92.0,10.33,22561808.0,Asia
Sri Lanka,LKA,2021,92.0,3.3,22700377.0,Asia
Sri Lanka,LKA,2022,92.0,3.3,22834965.0,Asia
Sri Lanka,LKA,2023,93.0,3.3,22971615.0,Asia
Sudan,SDN,1870,7.5,0.01,4882759.0,Africa
Sudan,SDN,1875,7.5,0.01,4929581.0,Africa
Sudan,SDN,1880,7.5,0.01,4977386.0,Africa
Sudan,SDN,1885,7.5,0.01,5024850.0,Africa
Sudan,SDN,1890,7.5,0.01,5071932.0,Africa
Sudan,SDN,1895,7.5,0.01,5118592.0,Africa
Sudan,SDN,1900,7.5,0.02,5164788.0,Africa
Sudan,SDN,1905,7.5,0.02,5210473.0,Africa
Sudan,SDN,1910,7.5,0.03,5255604.0,Africa
Sudan,SDN,1915,7.5,0.15,5299641.0,Africa
Sudan,SDN,1920,7.5,0.16,5388664.0,Africa
Sudan,SDN,1925,7.5,0.18,5509789.0,Africa
Sudan,SDN,1930,7.5,0.22,5633637.0,Africa
Sudan,SDN,1935,7.5,0.24,5760270.0,Africa
Sudan,SDN,1940,7.5,0.27,5889749.0,Africa
Sudan,SDN,1945,7.5,0.29,6022138.0,Africa
Sudan,SDN,1950,7.5,0.35,6189915.0,Africa
Sudan,SDN,1955,7.5,0.43,7181691.0,Africa
Sudan,SDN,1960,7.5,0.51,8364491.0,Africa
Sudan,SDN,1965,7.5,0.63,9858033.0,Africa
Sudan,SDN,1970,7.5,0.78,11695768.0,Africa
Sudan,SDN,1975,7.5,1.03,14064803.0,Africa
Sudan,SDN,1980,7.5,1.42,17058908.0,Africa
Sudan,SDN,1985,7.5,1.93,19905872.0,Africa
Sudan,SDN,1990,7.5,2.4,22021484.0,Africa
Sudan,SDN,1995,7.5,2.78,24672144.0,Africa
Sudan,SDN,2000,61.0,3.09,27816748.0,Africa
Sudan,SDN,2005,61.0,3.31,31262447.0,Africa
Sudan,SDN,2008,54.0,0.29,33623980.0,Africa
Sudan,SDN,2010,54.0,3.49,35414403.0,Africa
Sudan,SDN,2015,54.0,3.85,40024433.0,Africa
Sudan,SDN,2020,54.0,4.38,46789237.0,Africa
Suriname,SUR,1950,72.5,2.72,195575.0,South America
Suriname,SUR,2004,90.0,2.72,513928.0,South America
Suriname,SUR,2008,95.0,2.72,537252.0,South America
Suriname,SUR,2010,95.0,2.72,549931.0,South America
Suriname,SUR,2012,93.0,2.72,562640.0,South America
Sweden,SWE,1475,1.0,6.53,507784.0,Europe
Sweden,SWE,1550,1.0,6.53,766244.0,Europe
Sweden,SWE,1650,23.0,6.53,1368171.0,Europe
Sweden,SWE,1750,48.0,6.53,1772683.0,Europe
Sweden,SWE,1870,48.0,3.6,4168979.0,Europe
Sweden,SWE,1875,48.0,3.71,4366984.0,Europe
Sweden,SWE,1880,48.0,3.85,4563030.0,Europe
Sweden,SWE,1885,48.0,3.98,4679989.0,Europe
Sweden,SWE,1890,48.0,4.09,4792852.0,Europe
Sweden,SWE,1895,48.0,4.21,4952734.0,Europe
Sweden,SWE,1900,48.0,4.32,5123503.0,Europe
Sweden,SWE,1905,48.0,4.42,5289570.0,Europe
Sweden,SWE,1910,48.0,4.5,5463482.0,Europe
Sweden,SWE,1915,48.0,4.59,5670156.0,Europe
Sweden,SWE,1920,48.0,4.84,5876734.0,Europe
Sweden,SWE,1925,48.0,5.06,6014675.0,Europe
Sweden,SWE,1930,48.0,5.64,6141408.0,Europe
Sweden,SWE,1935,48.0,5.89,6255485.0,Europe
Sweden,SWE,1940,48.0,6.16,6393377.0,Europe
Sweden,SWE,1945,48.0,6.53,6691367.0,Europe
Sweden,SWE,1950,98.5,6.95,7016565.0,Europe
Sweden,SWE,1955,98.5,7.28,7262328.0,Europe
Sweden,SWE,1960,98.5,7.69,7484597.0,Europe
Sweden,SWE,1965,98.5,8.12,7733011.0,Europe
Sweden,SWE,1970,98.5,8.65,8042783.0,Europe
Sweden,SWE,1975,98.5,9.62,8192641.0,Europe
Sweden,SWE,1980,98.5,10.3,8310470.0,Europe
Sweden,SWE,1985,98.5,10.65,8350249.0,Europe
Sweden,SWE,1990,98.5,11.03,8558571.0,Europe
Sweden,SWE,1995,98.5,11.41,8826298.0,Europe
Sweden,SWE,2000,98.5,11.72,8872099.0,Europe
Sweden,SWE,2005,98.5,11.86,9029771.0,Europe
Sweden,SWE,2010,98.5,11.95,9378234.0,Europe
Sweden,SWE,2015,98.5,11.89,9799483.0,Europe
Sweden,SWE,2020,98.5,11.93,10353682.0,Europe
Switzerland,CHE,1870,98.5,4.09,2655155.0,Europe
Switzerland,CHE,1875,98.5,4.28,2743419.0,Europe
Switzerland,CHE,1880,98.5,4.47,2831582.0,Europe
Switzerland,CHE,1885,98.5,4.68,2891309.0,Europe
Switzerland,CHE,1890,98.5,4.91,2960412.0,Europe
Switzerland,CHE,1895,98.5,5.13,3116589.0,Europe
